username,followers,post_frequency,likes,comments,shares,platform,verified,engagement_rate,is_fake
user_0,122958,25,9557.10292635839,263.53928234663397,296.5592814435732,Instagram,0,0.08228176686469035,0
user_1,147867,22,20854.261200394143,1242.4502101426694,416.68846488025355,Instagram,0,0.15225438992755022,0
user_2,132932,27,7246.1323224252,215.18975875867284,73.04638109220666,Instagram,0,0.056678365346764355,0
user_3,366838,27,22357.587496424923,789.8846384020144,379.2577264562298,Instagram,0,0.06413384071792771,0
user_4,260178,17,23198.254670550876,1781.5859939509232,340.6116603947537,Instagram,0,0.09731972851238979,0
user_5,120879,13,7548.13874884867,404.6627796284072,211.0715461018448,Instagram,0,0.06753756297271588,0
user_6,111268,1,16205.24618360421,1054.0503123652986,558.9242242766002,Instagram,0,0.1601378718072232,0
user_7,208892,2,27113.958548117564,1450.023168282382,502.24270918938197,Instagram,1,0.1391447466901046,0
user_8,55886,9,4241.650446741895,225.44718619328543,201.7425824924336,Instagram,0,0.08354221478416088,0
user_9,138337,3,15058.732637347182,386.2431592596492,154.61230227070104,Instagram,0,0.11276511778394452,0
user_10,476602,1,70648.1688148197,2869.7138911096627,2888.947787958508,Instagram,0,0.16031579912356195,0
user_11,431410,21,59715.72811557116,2206.2485677554328,2090.5396025092405,Instagram,0,0.1483797693281005,0
user_12,88498,16,9741.846091324163,423.22185790583063,242.98299605251108,Instagram,0,0.11760775322925382,0
user_13,375871,23,52761.91312661361,3582.5682647860044,634.1748632238117,Instagram,0,0.15159098801084261,0
user_14,0,6,,-10.0,101786.66426807184,Instagram,0,0.16044707894519314,0
user_15,176203,28,21908.249745232526,1031.9181983959418,557.0071832522074,Instagram,0,0.13335286644881572,0
user_16,192335,17,10866.666106789244,476.4259753831191,515.6307566983784,Instagram,0,0.06165660352442738,0
user_17,279167,5,25169.144986219406,644.4428270952842,797.3485209018914,Instagram,0,0.09532264320000781,0
user_18,42090,5,5630.90851980718,261.63638882078834,267.9527532217641,Instagram,0,0.14636487673674822,0
user_19,330365,6,24135.44923721251,765.9760455378862,454.21341203044733,Instagram,0,0.07675037820223342,0
user_20,65820,3,8758.28905183461,273.2883768621825,341.82758233333135,Instagram,0,0.14240967807703017,0
user_21,263913,21,16371.546370494189,419.8019140646573,567.9283023836238,Instagram,1,0.0657765119071151,0
user_22,322879,23,17659.716997052874,731.1168478054611,698.9067733350406,Instagram,1,0.05912351257961458,0
user_23,195027,5,17242.153968730392,1128.4802365384016,320.47499419742195,Instagram,0,0.09583857209240883,0
user_24,328069,21,17608.51099796117,644.2338128951859,644.46764008988,Instagram,0,0.05760133524028858,0
user_25,253709,5,36972.25811512366,1432.340259318769,1106.2696997054848,Instagram,0,0.15573301725263164,0
user_26,200041,10,26529.55135923207,1553.5832474644885,1053.5680465002163,Instagram,0,0.14565365426685917,0
user_27,268455,10,34919.81263584506,1108.7197216361126,806.0116342519746,Instagram,0,0.13720937956727625,0
user_28,104355,19,11789.797515426357,870.2930930814881,537.641659450984,Instagram,0,0.12646957278480983,0
user_29,236796,17,16962.266335896373,868.6619387660571,226.82031739512044,Instagram,0,0.07625867241024996,0
user_30,215176,21,21910.519265995936,1026.6431561640713,926.5426774871778,Instagram,0,0.11090319133940209,0
user_31,185779,14,20385.04799020363,1089.9724427469548,906.1721561878309,Instagram,0,0.1204721340363465,0
user_32,348449,9,35717.120144325956,1070.1584541085347,1524.767161175933,Instagram,0,0.10995022445066688,0
user_33,422909,14,32150.953340701246,1826.4438421837274,980.8952285452666,Instagram,0,0.08266150025520914,0
user_34,466148,1,47325.57894234608,1977.548733382734,1303.1287086068448,Instagram,0,0.10856263758363366,0
user_35,259795,19,25750.525542596482,1901.1916982206155,1283.6763536773415,Instagram,0,0.11137779246904074,0
user_36,487232,13,72906.26727178619,2196.7571407562523,1397.38553377452,Instagram,0,0.15701023320782903,0
user_37,393752,13,55024.32781654889,2774.4953258610785,1753.9025750197002,Instagram,0,0.15124424947030027,0
user_38,157730,4,15195.404541604972,849.2218927144155,559.6014823895654,Instagram,0,0.10526994177841216,0
user_39,347622,1,39035.77389306718,858.9047617255059,1484.7141614288876,Instagram,0,0.11903559848404752,0
user_40,385681,17,48128.03681378948,2012.7909021069281,874.052633081391,Instagram,0,0.1322722155070584,0
user_41,150503,8,8049.881121067136,514.8552150881521,291.0817990992955,Instagram,0,0.05884147249725642,0
user_42,131523,2,18346.425271460917,1269.988183517216,784.0304965501181,Instagram,0,0.15510932651724985,0
user_43,3747,28,509.639518111796,19.768774050012432,6.11605291662794,Instagram,0,0.14292082868386344,0
user_44,0,8,,-10.0,27769.69395664634,Instagram,0,0.10669397803909962,0
user_45,453366,7,40402.60721687975,3154.043779403705,451.70770222227407,Instagram,1,0.09707026706569466,0
user_46,66725,26,5157.571428728761,368.3147404179708,125.01355535197642,Instagram,1,0.08468939264891283,0
user_47,130981,26,12792.610765153999,346.15064026603795,136.01779022599132,Instagram,0,0.10134889179076376,0
user_48,85654,2,4662.803873827586,300.2091249587253,61.01655036681365,Instagram,1,0.0586549320423229,0
user_49,429989,22,58142.834521034645,2278.036834847927,2700.5446182519563,Instagram,0,0.14679774592869707,0
user_50,382490,22,20479.37016964093,1624.1156191185269,495.4867541586757,Instagram,0,0.059083825833141077,0
user_51,0,3,,-10.0,7656.7850796170715,Instagram,0,0.08921524546827268,0
user_52,0,27,,-10.0,42639.6530822252,Instagram,0,0.14973850679930667,0
user_53,329947,18,40755.47097220497,2588.426132569672,1380.9514829008986,Instagram,0,0.13555161461590964,0
user_54,32551,12,2543.5057157759074,100.16496407681579,85.95047220955276,Instagram,0,0.08385675254407779,0
user_55,379360,1,28552.49602850014,2279.194127780706,710.6149686608321,Instagram,0,0.08314610165790194,0
user_56,274538,22,13866.424050136122,1092.4932232524477,323.38435073881624,Instagram,0,0.055665523986214605,0
user_57,332236,12,39725.93337992296,2358.4508448896645,1803.5006598148955,Instagram,0,0.13209852299157082,0
user_58,4890,5,268.3551714381817,7.457479366702544,6.797804027931259,Instagram,0,0.05779354904556554,0
user_59,42606,27,4399.506294158887,269.3010828321903,130.84149178786782,Instagram,0,0.1126519473496443,0
user_60,490492,25,71715.91305806197,1834.6242378842308,1529.8575190206686,Instagram,0,0.1530715991595518,0
user_61,257840,17,15714.54508764404,341.97756588339865,651.694444239996,Instagram,0,0.06480071787840302,0
user_62,474254,16,66133.76851813297,4588.1959733099075,1712.7274614342543,Instagram,0,0.15273396102695422,0
user_63,0,15,,-10.0,79827.58901316009,Instagram,0,0.15856316043872062,0
user_64,142699,23,8012.7918127312605,342.4797634809117,161.3318484453453,Instagram,0,0.05968229227014567,0
user_65,271936,15,37606.19992041646,2948.605991695376,1861.7469625202502,Instagram,0,0.1559799102532658,0
user_66,240931,5,24480.4934474501,984.3711708677945,530.2433175002134,Instagram,0,0.10789440933635816,0
user_67,240629,21,33844.79897962298,1278.9742024152308,1381.8730307379997,Instagram,0,0.15170925454860476,0
user_68,206041,14,22073.562611205096,1657.5585584110647,598.1897062787616,Instagram,0,0.11807994950468557,0
user_69,175073,2,20345.443594538658,542.1024467359558,371.27781927944653,Instagram,1,0.12142834052397607,0
user_70,208624,11,21775.73309020494,1427.942491164347,914.3358249551462,Instagram,0,0.11560516242773809,0
user_71,418113,19,57051.221166394644,4523.245253528281,1331.8191998042146,Instagram,0,0.15045283361131354,0
user_72,69148,7,8532.240307581056,632.0492552832293,380.6039051765539,Instagram,0,0.13803571279054838,0
user_73,253801,6,25919.688849170147,1531.8555581348146,1208.124146493196,Instagram,0,0.11292181100073742,0
user_74,125243,28,17135.25635818279,665.5958612189648,760.6846372740468,Instagram,0,0.14820418591598572,0
user_75,252995,2,18855.351323293835,664.8268447270738,214.9569745440688,Instagram,0,0.07800602835061948,0
user_76,383318,6,25197.050699585285,1742.5097587921216,1045.549950739681,Instagram,0,0.07300755615211675,0
user_77,155555,18,10272.853838461935,747.7539923233346,271.7537470780839,Instagram,0,0.07259401226487965,0
user_78,387502,2,32318.01085315372,1665.220889439729,1452.6595812154696,Instagram,0,0.09144698949633528,0
user_79,49555,18,3660.5784501121925,126.87710030692148,130.01704954676063,Instagram,0,0.07905302391213549,0
user_80,257508,15,36825.97059790617,986.0740082891073,1596.2484078643324,Instagram,0,0.1530371600651615,0
user_81,280303,27,16981.71140024336,428.4616217696846,509.0653612020879,Instagram,0,0.06392810060261621,0
user_82,373654,19,44800.76852314441,2828.9287066097068,1406.7898366520574,Instagram,0,0.13123501171245638,0
user_83,107530,2,7411.199217308168,335.03899956625713,116.91541242340226,Instagram,0,0.07312520812143428,0
user_84,81077,20,11201.89938136217,832.5430005622478,463.3048941455438,Instagram,0,0.15414664178583273,0
user_85,299064,25,43702.679534573115,2813.5906596864193,1170.1647872981603,Instagram,0,0.1594522743678868,0
user_86,486283,6,46949.16522746939,1477.7543222781946,1408.6254162628927,Instagram,0,0.10248259751216983,0
user_87,461337,1,63621.669947400565,3615.406060611602,2634.1858051802365,Instagram,0,0.15145384353128497,0
user_88,201551,24,10181.251431078352,469.6644604715883,345.6923377729226,Instagram,0,0.054559928898010236,0
user_89,483691,15,63844.64444280414,3488.151117793674,1152.0095144871407,Instagram,0,0.14158792509078102,0
user_90,282601,28,20591.01992721049,1323.676160123541,692.0498971227637,Instagram,0,0.07999527950876606,0
